belong,job-title,name,main-type,owner,sub-type,details,value,actual-price,remarks,date
방송통신위원회 한국방송광고진흥공사,사장,이백만,건물,본인,아파트,서울특별시 강남구 대치동 은마아파트 건물 42.22m2,858000,580000,,2022-01-28
방송통신위원회 한국방송광고진흥공사,사장,이백만,건물,배우자,아파트,서울특별시 강남구 대치동 은마아파트 건물 42.22m2,858000,580000,,2022-01-28
방송통신위원회 한국방송광고진흥공사,사장,이백만,채권,배우자,아파트 (전세(임차)권,서울특별시 송파구 문정동 올림픽훼밀리타운 건물 94.00m2,750000,,,2022-01-28
방송통신위원회 한국방송광고진흥공사,사장,이백만,채권,장남,아파트 (전세(임차)권,경기도 화성시 능동 동탄숲속마을모아미래도1단지 건물 60.49m2,217350,,,2022-01-28
방송통신위원회 한국방송광고진흥공사,사장,이백만,자동차 등,배우자,자동차,"2018년식 i30 배기량(1,355cc)",10000,26000,,2022-01-28
방송통신위원회 한국방송광고진흥공사,사장,이백만,자동차 등,장남,자동차,"2010년식 스포티지 배기량(1,950cc)",5000,9500,,2022-01-28
방송통신위원회 한국방송광고진흥공사,사장,이백만,예금,본인,,"미래에셋대우(주) 1, 삼성생명보험 19,694, 신한금융투자(주) 268,041, 신한라이프(오렌지라이프) 54,773, 신한은행 136,524",479033,,,2022-01-28
방송통신위원회 한국방송광고진흥공사,사장,이백만,예금,배우자,,"(주)KEB하나은행 24,239, KB증권 1,335, 교보생명보험 22,030, 삼성증권 2, 푸르덴셜생명보험 33,153, 한국교직원공제회 154,947, 한화생명보험주식회사 81,556, 현대해상화재보험 12,000",329262,,,2022-01-28
방송통신위원회 한국방송광고진흥공사,사장,이백만,예금,장남,,"NH투자증권 5,941, 국민은행 7,811, 대신증권 2, 신한은행 2, 씨티은행 4,426, 우리은행 9,989, 유안타증권 1,877, 중소기업은행 10,841, 케이뱅크 16,033, 한국카카오은행(주) 6,626, 한국투자증권 2",63550,,,2022-01-28
방송통신위원회 한국방송광고진흥공사,사장,이백만,예금,장녀,,"(주)카카오페이증권 150, NH투자증권 50, 국민은행 3,327, 신한은행 21,336, 우리은행 2, 한국투자증권 4,449",29314,,,2022-01-28
방송통신위원회 한국방송광고진흥공사,사장,이백만,증권,본인,상장주식,"삼성메디슨 9,000주, 이오테크닉스 5,056주",553694,,,2022-01-28
방송통신위원회 한국방송광고진흥공사,사장,이백만,증권,본인,비상장주식,"대한특수금속 2,000주, 주식회사 에이치투홀딩스 20,000주",14098,,,2022-01-28
방송통신위원회 한국방송광고진흥공사,사장,이백만,증권,배우자,상장주식,"삼성메디슨 2,000주, 유화증권 1,615주",15232,,,2022-01-28
방송통신위원회 한국방송광고진흥공사,사장,이백만,증권,배우자,비상장주식,"인스밸리 1,000주",5000,,,2022-01-28
방송통신위원회 한국방송광고진흥공사,사장,이백만,증권,장남,상장주식,"LG디스플레이 230주, LG화학보통주 4주, OCI 80주, OCI보통주 8주,SNT모티브보통주 40주, 금호타이어보통주 200주, 넷마블 250주,신성이엔지보통주 370주, 알톤스포츠 888주, 에스케이하이닉스보통주 50주, 하나금융지주 140주, 한국조선해양보통주 2주, 한화솔루션 900주",106802,,,2022-01-28
방송통신위원회 한국방송광고진흥공사,사장,이백만,증권,장녀,상장주식,"DGB금융지주 100주, SK 3주, SK하이닉스 40주, VANGUARDSHORT-TERMTREASURYETF 78주, 대한유화 37주, 세방전지 25주, 아남전자 6,882주, 에이프로 344주, 유한양행 198주, 하나제약 180주, 한화시스템 353주",68522,,,2022-01-28
방송통신위원회 한국방송광고진흥공사,사장,이백만,채권,장녀,금융채,QV CMA 원화RP,50,,,2022-01-28
방송통신위원회 한국방송광고진흥공사,사장,이백만,채무,장녀,금융채무,"신한은행 38,953",38953,,,2022-01-28
방송통신위원회 한국방송광고진흥공사,사장,이백만,회원권,본인,콘도미니엄,소노호텔&리조트,47400,,,2022-01-28
국무총리비서실,공보실장,김보협,건물,본인,연립주택,서울특별시 종로구 구기동 대지 103.15m2 건물 84.84m2,329000,230000,,2022-01-28
국무총리비서실,공보실장,김보협,자동차 등,본인,자동차,"2017년식 프리우스 E 배기량(1,800cc)",13120,32400,,2022-01-28
국무총리비서실,공보실장,김보협,예금,본인,,"(주)KEB하나은행 27,122, (주)카카오페이증권 3,128, 국민은행 16,787, 농협은행 37,120, 미래에셋대우(주) 20,917, 푸르덴셜생명보험 51,833, 한국카카오은행(주) 97",157004,,,2022-01-28
국무총리비서실,공보실장,김보협,예금,배우자,,"(주)KEB하나은행 3,044, 국민은행 1,640, 농협중앙회 53, 신한은행 4,178, 키움닷컴증권 5,358, 푸르덴셜생명보험 65,259",79532,,,2022-01-28
국무총리비서실,공보실장,김보협,예금,부,,"국민은행 1,772, 우체국 6",1778,,,2022-01-28
국무총리비서실,공보실장,김보협,예금,모,,"국민은행 1,475, 농협중앙회 50,005, 신용협동조합중앙회 59,030, 신한은행 14,669, 우리은행 272, 중소기업은행 3, 한국투자증권 504",125958,,,2022-01-28
국무총리비서실,공보실장,김보협,예금,장남,,"(주)KEB하나은행 2,402, (주)카카오페이증권 5, 미래에셋대우(주) 10, 한국카카오은행(주) 53",2470,,,2022-01-28
국무총리비서실,공보실장,김보협,예금,장녀,,"(주)KEB하나은행 549, 국민은행 6, 중소기업은행 2,300, 한국카카오은행(주) 471",3326,,,2022-01-28
국무총리비서실,공보실장,김보협,예금,본인,상장주식,"KT 110주, LG전자 81주, SK디스커버리 40주, SK바이오사이언스 27주, SK하이닉스 40주, 더블유게임즈 15주, 바이넥스 226주, 삼성전자 223주, 세경하이테크 160주, 셀트리온 5주, 셀트리온헬스케어 21주, 에이치엘비 50주, 오뚜기 7주, 유한양행 48주, 카카오 28주, 카카오뱅크 100주, 풀무원 125주, 한국조선해양 68주, 한미약품 4주, 한화에어로스페이스 82주, 현대건설 30주",85107,,,2022-01-28
국무총리비서실,공보실장,김보협,예금,본인,비상장주식,한겨레신문사 435주,2175,,,2022-01-28
국무총리비서실,공보실장,김보협,예금,배우자,상장주식,"금호석유화학보통주 67주, 동진쎄미켐 35주, 솔루스첨단소재보통주 14주, 쏠리드 20주, 알테오젠 4주, 에코프로비엠 1주, 엔케이맥스 6주, 카카오보통주 85주, 케이엠더블유 48주, 테크윙 35주, 팬엔터테인먼트 35주, 현대모비스보통주 33주, 현대미포조선보통주 40주, 현대엘리베이터보통주 30주, 현대자동차보통주 27주",46149,,,2022-01-28
국무총리비서실,공보실장,김보협,예금,장남,상장주식,테슬라 0.0114주,10,,,2022-01-28
식품의약품안전처 한국의약품안전관리원,원장,오정완,토지,본인,전,"전라북도 정읍시 이평면 팔선리 409번지 1,781.00㎡",16866,4400,,2022-01-28
식품의약품안전처 한국의약품안전관리원,원장,오정완,토지,본인,대지,전라북도 정읍시 이평면 팔선리 388-1번지 314.00㎡,3121,600,,2022-01-28
식품의약품안전처 한국의약품안전관리원,원장,오정완,건물,본인,아파트,인천광역시 부평구 삼산동 주공삼산타운아파트 건물 84.07㎡,403000,157700,,2022-01-28
식품의약품안전처 한국의약품안전관리원,원장,오정완,건물,배우자,상가,경기도 부천시 상동 소풍(부천터미널) 건물 37.35㎡,167000,167000,,2022-01-28
식품의약품안전처 한국의약품안전관리원,원장,오정완,채권,배우자,다세대주택 (전세(임차)권) 서,서울특별시 종로구 원서동 상원주택 건물 127.90㎡,230000,,,2022-01-28
식품의약품안전처 한국의약품안전관리원,원장,오정완,자동차 등,본인,자동차,"2009년식 싼타페 배기량(1,991cc)",5350,,,2022-01-28
식품의약품안전처 한국의약품안전관리원,원장,오정완,예금,본인,,"(주)카카오페이증권 10,010, KB증권 103,102, NH투자증권 248,673, 국민은행 12,495, 농협은행 106,610, 동양생명보험 7,003, 메리츠화재해상보험(보험) 4,367, 삼성생명보험 44,853, 삼성화재해상보험 570, 신한라이프(신한생명) 14,500, 우리은행 98,477, 키움닷컴증권 1, 한화생명보험주식회사 53,756, 한화손해보험 14,663, 흥국생명보험 31,000",750080,,,2022-01-28
식품의약품안전처 한국의약품안전관리원,원장,오정완,예금,배우자,,"(주)KEB하나은행 153, 국민은행 4,435, 삼성생명보험 23,385, 새마을금고 31,358, 우리은행 37,968, 키움닷컴증권 41,336, 한화생명보험주식회사 13,639, 한화투자증권 178",152452,,,2022-01-28
식품의약품안전처 한국의약품안전관리원,원장,오정완,예금,장남,,"(주)KEB하나은행 16, 국민은행 13, 농협은행 360, 삼성증권 7,478, 새마을금고 10, 신한은행 4, 중소기업은행 7",7888,,,2022-01-28
식품의약품안전처 한국의약품안전관리원,원장,오정완,예금,장녀,,"국민은행 4,485, 군인공제회 200, 농협은행 620, 새마을금고 200, 신한은행 3,398, 키움닷컴증권 2,087",10990,,,2022-01-28
식품의약품안전처 한국의약품안전관리원,원장,오정완,증권,본인,비상장주식,"주식회사몽플러스 10,000주",800,,,2022-01-28
식품의약품안전처 한국의약품안전관리원,원장,오정완,증권,배우자,상장주식,"LG디스플레이보통주 192주, SK네트웍스보통주 750주, 기아 50주, 넥슨지티 290주, 대유 100주, 대유에이텍 900주, 대유플러스 450주, 동양생명보험보통주 210주, 디이엔티 231주, 라온시큐어 90주, 미래산업보통주 1주, 삼성전자보통주 357주, 소룩스 21주, 손오공 400주, 신성이엔지보통주 900주, 써니전자보통주 782주, 에스맥 2,620주, 오가닉티코스메틱스홀딩스컴퍼니리미티드 3,500주, 오성첨단소재 113주, 지니뮤직 700주, 지스마트글로벌 10주, 케이티씨에스보통주 1,000주, 클라우드에어 500주, 탑엔지니어링 400주",69008,,,2022-01-28
식품의약품안전처 한국의약품안전관리원,원장,오정완,증권,장남,상장주식,"SFA반도체 270주, 오이솔루션 170주, 와이아이케이 512주, 유비케어 130주, 주성엔지니어링 100주, 한국전력 135주, 효성중공업 116주",23388,,,2022-01-28
식품의약품안전처 한국의약품안전관리원,원장,오정완,증권,차남,상장주식,"디이엔티 200주, 손오공 90주",1270,,,2022-01-28
식품의약품안전처 한국의약품안전관리원,원장,오정완,증권,장녀,상장주식,"삼성전자보통주 17주, 이마트보통주 1주, 카카오보통주 13주, 케이티보통주 70주, 하이브보통주 6주",7146,,,2022-01-28
식품의약품안전처 한국의약품안전관리원,원장,오정완,채무,본인,금융채무,"공무원연금공단 22,652",22652,,,2022-01-28
식품의약품안전처 한국의약품안전관리원,원장,오정완,채무,본인,건물임대채무,인천광역시 부평구 삼산동 주공삼산타운아파트 임대보증금,200000,,,2022-01-28
식품의약품안전처 한국의약품안전관리원,원장,오정완,채무,배우자,건물임대채무,경기도 부천시 상동 소풍(부천터미널) 임대보증금,5300,,,2022-01-28
식품의약품안전처 한국의약품안전관리원,원장,오정완,고지거부 및 등록제외사항,모,,고지거부,,,독립생계유지,2022-01-28
금융위원회 금융감독원,수석부원장,이찬우,건물,본인,아파트,서울특별시 용산구 서빙고동 신동아아파트 건물 140.81㎡,"2,050,000","1,190,000",,
금융위원회 금융감독원,수석부원장,이찬우,자동차 등,본인,자동차,"2021년식 제네시스 GV-70 배기량(2,500cc)","55,280","55,280",,
금융위원회 금융감독원,수석부원장,이찬우,예금,본인,,"국민은행 2,080, 농협은행 135,625, 신한은행 268,475","406,180",,,
금융위원회 금융감독원,수석부원장,이찬우,예금,배우자,,"(주)KEB하나은행 12,020, 국민은행 69,540, 동양생명보험 6,000, 케이디비 생명보험 7,200","94,760",,,
금융위원회 금융감독원,수석부원장,이찬우,예금,장남,,"(주)KEB하나은행 11,150, 교보생명보험 9,000, 국민은행 3,992, 우리은행 16,569, 한국산업은행 2,103, 현대라이프생명보험 20,000","62,814",,,
금융위원회 금융감독원,수석부원장,이찬우,예금,장녀,,"(주)KEB하나은행 35,769, 국민은행 1,697, 현대라이프생명보험 20,000","57,466",,,
금융위원회 금융감독원,수석부원장,이찬우,증권,배우자,비상장주식,"주식회사 더클락웍스 10,000주","193,710",,,
금융위원회 금융감독원,수석부원장,이찬우,채무,본인,금융채무,"신한은행 64,444","64,444",,,
기획재정부 한국재정정보원,원장,박용주,건물,본인,아파트,경기도 김포시 운양동 풍경마을 한강 한라비발디 건물 126.71㎡,"600,000","600,000",,
기획재정부 한국재정정보원,원장,박용주,자동차 등,본인,자동차,"2011년식 오피러스 GH270 배기량(2,656cc)","6,810","6,810",,
기획재정부 한국재정정보원,원장,박용주,예금,본인,,"(주)KEB하나은행 82,122, AIA생명보험주식회사 20,200, 과학기술인공제회 51,347, 교보생명보험 32,750, 국민은행 5,080, 농협은행 39,550, 삼성생 명보험 14,250, 신한은행 23, 악사(AXA)손해보험 276, 에이비엘생명보험 29,340, 푸르덴셜생명보험 35,641","310,579",,,
기획재정부 한국재정정보원,원장,박용주,예금,배우자,,"(주)KEB하나은행 3,750, 국민은행 34, 농협은행 13,031, 농협중앙회 30, 삼성생명보험 7,756, 현대해상화재보험 509","25,110",,,
기획재정부 한국재정정보원,원장,박용주,예금,차녀,,"(주)KEB하나은행 20, 신한은행 79, 우리은행 4, 유안타증권 7, 한국카카오 은행(주) 17",127,,,
기획재정부 한국재정정보원,원장,박용주,고지거부 및 등록제외사항,모,,고지거부,,,독립생계유지,
기획재정부 한국재정정보원,원장,박용주,고지거부 및 등록제외사항,장녀,,고지거부,,,독립생계유지,
교육부 부산교육대학교,총장,박수자,건물,본인,아파트,부산광역시 동래구 온천동 삼정그린코아 아파트 건물 84.96㎡,"137,000","130,200",,
교육부 부산교육대학교,총장,박수자,건물,모,아파트,서울특별시 강서구 화곡동 에스엠케이아파트 건물 26.93㎡,"260,000","260,000",,
교육부 부산교육대학교,총장,박수자,채권,모,아파트 (전세(임차)권),서울특별시 용산구 한남동 성아맨숀 건물 51.24㎡,900,,,
교육부 부산교육대학교,총장,박수자,채권,장남,아파트 (전세(임차)권),서울특별시 용산구 한남동 성아맨숀 건물 57.39㎡,860,,,
교육부 부산교육대학교,총장,박수자,자동차 등,본인,자동차,"2012년식 그랜져hg 배기량(2,400cc)","8,800","5,000",,
교육부 부산교육대학교,총장,박수자,예금,본인,,"AIA생명보험주식회사 24,576, 국민은행 33,145, 부산은행 35,640, 우체국 84,800, 한국교직원공제회 97,859","276,020",,,
교육부 부산교육대학교,총장,박수자,예금,모,,"신한은행 281, 우리은행 17,340","17,621",,,
교육부 부산교육대학교,총장,박수자,예금,장남,,"농협중앙회 46,306, 새마을금고 1, 신한은행 3,356, 우리은행 8","49,671",,,
교육부 부산교육대학교,총장,박수자,채무,모,금융채무,"우리카드 8,749","8,749",,,
교육부 부산교육대학교,총장,박수자,채무,모,건물임대채무,서울특별시 강서구 화곡동 에스엠케이아파트 임대보증금,"260,000",,,
교육부 춘천교육대학교,총장,이주한,건물,본인,아파트,강원도 춘천시 석사동 퇴계주공3차 건물 84.79㎡,"112,000","112,000",,
교육부 춘천교육대학교,총장,이주한,예금,본인,,"DB손해보험(주) 14,040, 농협은행 12,690, 더케이손해보험(주) 1,090, 신한은행 658, 우체국 10, 한국교직원공제회 104,085","132,573",,,
교육부 춘천교육대학교,총장,이주한,예금,배우자,,"농협은행 5,550, 농협중앙회 9,117, 더케이손해보험(주) 1,090, 에이비엘생명보험 18,186, 현대라이프생명보험 22,256","56,199",,,
교육부 춘천교육대학교,총장,이주한,예금,장녀,,"농협은행 1, 농협중앙회 3, 신한은행 26,372, 우리은행 5, 한국카카오은행(주) 199, 현대해상화재보험 6,011","32,591",,,
교육부 춘천교육대학교,총장,이주한,예금,차녀,,"(주)KEB하나은행 500, 농협은행 3,950, 신한은행 4,284, 현대해상화재보험 3,360","12,094",,,
교육부 춘천교육대학교,총장,이주한,채무,본인,금융채무,"공무원연금공단 3,560, 현대캐피탈 16,000","19,560",,,
교육부 춘천교육대학교,총장,이주한,채무,장녀,금융채무,"현대캐피탈 11,913","11,913",,,
교육부 창원대학교,연구산학부총장,이수현,건물,본인,아파트,경기도 성남시 분당구 수내동 건물 84.72㎡,"796,000","600,000",,
교육부 창원대학교,연구산학부총장,이수현,건물,본인,아파트,경상남도 창원시 성산구 대방동 대방개나리1차아파트 건물 42.18㎡,"70,300","45,000",,
교육부 창원대학교,연구산학부총장,이수현,건물,부,아파트,대구광역시 북구 복현동 광명 건물 46.63㎡ 중 46.61㎡,"113,951","8,000",,
교육부 창원대학교,연구산학부총장,이수현,자동차 등,본인,자동차,"2014년식 싼타페 2.0 배기량(1,995cc)","10,720","10,720",,
교육부 창원대학교,연구산학부총장,이수현,예금,본인,,"(주)KEB하나은행199, KB증권39,603, NH투자증권75,699, SK증권1,399, 경남은행2, 국민은행7,895, 농협은행35,668, 대신증권274, 미래에셋대우(주) 40,507, 삼성생명보험6,914, 삼성증권63,583, 삼성화재해상보험65, 신한금융투자(주) 883, 유진투자증권1,949, 키움닷컴증권7,728, 푸르덴셜생명보험51,928, 하이투자증권144, 한국교직원공제회41,201, 한국카카오은행(주) 26, 한국투자증권24,833, 한화생명보험주식회사21,344, 흥국화재해상보험(주) 79","421,923",,,
교육부 창원대학교,연구산학부총장,이수현,예금,부,,"국민은행5,026, 농협중앙회2,363, 대구은행8,085, 신용협동조합중앙회10,055, 우체국1","25,530",,,
교육부 창원대학교,연구산학부총장,이수현,예금,모,,"대구은행6,330, 신용협동조합중앙회22,111","28,441",,,
교육부 창원대학교,연구산학부총장,이수현,예금,장남,,"(주)KEB하나은행1,510, DB손해보험(주) 199, KB증권14,112, NH투자증권109,809, 농협은행6,912, 미래에셋대우(주) 25,713, 삼성증권32,073, 신한금융투자(주) 3,607, 씨티은행672, 우리은행60,982, 우체국253,490, 중소기업은행201, 키움닷컴증권 144,092, 한국투자증권10,003","663,375",,,
교육부 창원대학교,연구산학부총장,이수현,증권,본인,상장주식,"ARKINNOVATIONETF 4주, AT&T 3.4859주, B2골드 56.86주, CREDITSUISSEX-LINKSCRUDEOILETFCOVEREDCALLETN 6주, CreditSuisseX-LinksSilverSharesCove 100주, ITTECHPACKAGINGINC 4주, KOPINCORP 50주, REALTYINCOMECORP 15주, ROBLOXCORPORATION 10주, VANGUARDTOTALWORLDSTOCKETF 1.6246주, VUZIXCORP 50주, WELLTOWERINC 2주, X-LinksCrudeOilSharesCoveredCallET 19주, 나이키B 2주, 리노스 31주, 바이젠셀 1주, 뱅크오브아메리카 6.63주, 버라이존커뮤니케이션스 0.6197주, 벨로다인라이다 23.77주, 사이먼프로퍼티그룹 2.5093주, 샤오미그룹 1주, 소영인터내셔널(ADR) 34.99주, 스타벅스 0.16주, 아이퀘스트 3주, 알파벳A 0.39주, 엑슨모빌 4.34주, 엔비디아 18.07주, 유니티소프트웨어 2.7918주, 제너럴모터스 2.54주, 캐터필러 1.5035주, 켈로그 0.2718주, 코카콜라 5.6949주, 크레디트스위스하이일드본드펀 4주, 티웨이항공 200주, 팬오션 1주","15,852",,,
교육부 창원대학교,연구산학부총장,이수현,증권,장남,상장주식,"AMD 2주, APS홀딩스 11주, AP시스템 105주, ARKINNOVATIONETF 5주, INVESCOPREFERREDETF 100주, ISHARESEDGEMSCIMINVOLUSAETF 17주, ISHARESEXPANDEDTECH-SOFTWARESECTORETF 4주, LG디스플레이 10주, SK하이닉스 20주, VANGUARDHIGHDIVIDENDYIELDETF 48주, VANGUARDTOTALWORLDSTOCKETF 19주, 골든센츄리 170주, 기아 100주, 기업은행 500주, 길리어드사이언스 10주, 네오리진 80주, 넷플릭스 2주, 대한제강 10주, 리노스 632주, 마이크로소프트 29주, 메타플랫폼스(페이스북) 3.83주, 바이오플러스 1주, 삼성전자 205주, 삼성전자우 30주, 삼성증권 100주, 쇼박스 1주, 스타벅스 0.12주, 신성델타테크 33주, 아바코 37주, 아이퀘스트 6주, 애플 30.06주, 엔비디아 7.27주, 월트디즈니 4주, 진시스템 2주, 카카오게임즈 5주, 코아시아 102주, 테슬라 1.61주, 팬오션 1주, 하나금융지주 100주, 현대차 60주","100,551",,,
교육부 창원대학교,연구산학부총장,이수현,채권,본인,,기타,"30,000",,,
교육부 창원대학교,연구산학부총장,이수현,채무,본인,건물임대채무,경기도 성남시 분당구 수내동 건물 임대보증금,"420,000",,,
