belong,job-title,name,main-type,owner,sub-type,details,value,actual-price,remarks,date
공정거래위원회,상임위원,김성삼,건물,배우자,오피스텔,경기도 성남시 분당구 정자동 분당두산위브파빌리온 대지 11.19㎡ 중 5.59 ㎡ 건물 70.33㎡ 중 35.16㎡,"208,902",,,
공정거래위원회,상임위원,김성삼,채권,배우자,아파트 (전세(임차)권),서울특별시 강남구 압구정동 한양아파트 건물 91.21㎡ 중 45.60㎡,"510,000",,,
공정거래위원회,상임위원,김성삼,자동차 등,본인,자동차,"2013년식 아반테(엘란트라) 배기량(1,800cc)","4,380",,,
공정거래위원회,상임위원,김성삼,현금,배우자,,현금,"10,000",,,
공정거래위원회,상임위원,김성삼,예금,본인,,"(주)KEB하나은행 1, 국민은행 6,151, 농협생명보험 76,840, 농협은행 59,358","142,350",,,
공정거래위원회,상임위원,김성삼,예금,배우자,,"(주)KEB하나은행 4,106, 국민은행 15,000, 농협은행 3, 삼성증권 111, 신 한라이프(신한생명) 78,630, 우리은행 17,106, 유안타증권 55, 케이뱅크 300, 푸르덴셜생명보험 51,885, 현대해상화재보험 3,724","170,920",,,
공정거래위원회,상임위원,김성삼,예금,장녀,,"(주)KEB하나은행 11, 신한은행 92, 유안타증권 2,689, 중소기업은행 10, 현대해상화재보험 1,762","4,564",,,
공정거래위원회,상임위원,김성삼,채무,본인,건물임대채무,경기도 성남시 분당구 정자동 분당두산위브파빌리온 임대보증금,"30,000",,,
공정거래위원회,상임위원,김성삼,채무,배우자,금융채무,"국민은행 185, 신한라이프(신한생명) 32,840, 푸르덴셜생명보험 34,620","67,645",,,
기획재정부,재정관리관,김윤상,토지,배우자,전,부산광역시 동래구 명륜동 139번지 387.00㎡,"24,033",,,
기획재정부,재정관리관,김윤상,토지,배우자,전,부산광역시 동래구 명륜동 141번지 481.00㎡,"20,924",,,
기획재정부,재정관리관,김윤상,토지,배우자,전,부산광역시 동래구 명륜동 142번지 612.00㎡,"26,622",,,
기획재정부,재정관리관,김윤상,토지,배우자,전,부산광역시 동래구 명륜동 143번지 790.00㎡,"34,365",,,
기획재정부,재정관리관,김윤상,건물,본인,아파트,서울특별시 서초구 서초동 아크로비스타 건물 174.78㎡ 중 87.39㎡,"950,000","950,000",,
기획재정부,재정관리관,김윤상,건물,배우자,아파트,서울특별시 서초구 서초동 아크로비스타 건물 174.78㎡ 중 87.39㎡,"950,000","950,000",,
기획재정부,재정관리관,김윤상,자동차 등,본인,자동차,"2010년식 제네시스 배기량(3,778cc)","10,390","36,000",,
기획재정부,재정관리관,김윤상,자동차 등,본인,자동차,"2017년식 맥스크루즈 배기량(3,300cc)","18,810","36,000",,
기획재정부,재정관리관,김윤상,예금,본인,,"NH투자증권 768, 교보생명보험 42,210, 농협은행 45,624, 디지비생명보험㈜ 7,944, 미래에셋대우(주) 79,555, 우체국 26,951","203,052",,,
기획재정부,재정관리관,김윤상,예금,배우자,,"(주)KEB하나은행1,961, 교보생명보험39,329, 롯데손해보험8,171, 미래에셋대우(주) 221,629, 미래에셋생명보험60,000, 부산은행1,882, 삼성생명보험117,241, 신한은행 115,209, 우체국5,541, 중소기업은행20, 한국교직원공제회41,716, 한국투자증권 83,398, 현대해상화재보험35,522","731,619",,,
기획재정부,재정관리관,김윤상,예금,장남,,"국민은행5, 농협중앙회11, 미래에셋대우(주) 4,273,삼성증권99, 신한금융투자(주) 7,093, 신한은행18,055, 한국카카오은행(주) 1, 한국투자증권50,742","80,279",,,
기획재정부,재정관리관,김윤상,예금,장녀,,"미래에셋대우(주) 8,959, 스탠다드차타드은행137, 신한은행6,957, 한국투자증권33,037","49,090",,,
기획재정부,재정관리관,김윤상,증권,본인,상장주식,"GlobalXChinaCleanEnergyETF 1,000주, GlobalXChinaConsumerBrandETF 1,500주, INVESCOQQQTRUSTUNITSER1 30주, JD-SW 400주, 대우조선해양25주, 용우네트워크3,800주, 입신정밀2,900주, 화란바이오4,200주","140,605",,,
기획재정부,재정관리관,김윤상,증권,배우자,상장주식,"ARKINNOVATIONETF 50주, GLOBALXLITHIUM&BATTERYTECHETF 150주, GlobalXChinaConsumerBrandETF(USD) 1,600주, HB솔루션500주, SK텔레콤68주, 대한항공 460주, 모더나10주, 삼성바이오로직스12주, 삼성전자441주, 스노우플레이크30주, 아마존닷컴2주, 애플19주, 코미팜322주, 현대모비스30주, 현대차76주","179,911",,,
기획재정부,재정관리관,김윤상,채권,배우자,기타(채권),"BNTNF1001/01/29NTNF 107,000주","28,814",,,
기획재정부,재정관리관,김윤상,증권,장남,상장주식,"FIRTSTRUSTNASDAQCYBERSECURITYETF 20주, INVESCOGLOBALLISTEDPRIVATEEQUITYETF 40주, INVESCOHIGHYIELDEQUITYDIVIDENDACHIE 30주, INVESCOINTERNATIONALDIVIDENDACHIEVERS 30주, IQHEDGEMULTIIQHEDGEMULTI-STRATEGYTR 30주, ISHARESMSCIINDIAETF 20주, ISHARESS&PSMALLCAP600VALUEETF 10주, ISHARESUSAEROSPACE&DEFENSEETF 10주, LAZARDGLOBALTOTALRETURNANDINCOMEFU 40주, MACQUARIE-FIRSTTRUSTGLOBALINFRA-UTILIT 102주, MACQUARIEGLOBALINFRASTRUCTURETOTALRE 90주, NH프라임리츠3,500주, NIFTYINDIAFINANCIALSETF 25주, NV5글로벌10주, TSMC(ADR) 10주, VANGUARDFINANCIALSETF 10주, VANGUARDINFORMATIONTECHETF 3주, VANGUARDREALESTATEETF 10주, VANGUARDVALUEETF 10주, 넥스테라에너지15주, 넥스트에라에너지파트너스10주, 리얼티인컴52주, 맥쿼리인프라2,600주, 메드트로닉10주, 보잉25주, 브룩필드리뉴어블파트너스10주, 비자5주, 사이먼프라퍼티그룹30주, 삼성전자40주, 세일스포스닷컴5주, 스튜디오드래곤5주, 신한알파리츠5,140주, 신한지주100주, 알파벳A 1주, 애틀랜티카서스테인너블인프라20주, 우버테크놀로지스20주, 응용재료15주, 이지케어텍 55주, 제주항공265주, 카카오115주, 칼라일2주, 코텍500주, 크라우드스트라이크홀딩스15주, 파이서브5주, 한화시스템130주, 해넌암스트롱서스테이너블인프라스트럭16주","189,885",,,
기획재정부,재정관리관,김윤상,증권,장남,비상장주식,비바리퍼블리카 10주,16,,,
기획재정부,재정관리관,김윤상,채권,장남,기타(채권),"BNTNF1001/01/27NTNF 59,000주","12,258",,,
기획재정부,재정관리관,김윤상,증권,장녀,상장주식,"GLOBALXFDSVIDEOGAMESANDESPORTSETF 270주, GlobalXChinaElectricVehicleETF 500주, ISHARESSEMICONDUCTORETF 20주, LG전자 60주, NAVER 16주, SK하이닉스 23주, 삼성전자 69주, 스노우플레이크 30주, 카카오 100주, 항서제약 1,016주","90,199",,,
기획재정부,재정관리관,김윤상,채권,본인,,사인간채권,"10,000",,,
기획재정부,재정관리관,김윤상,채무,장남,금융채무,"신한금융투자(주) 27,170, 신한은행 15,200, 씨티은행 9,000, 케이뱅크 6,929, 한국카카오은행(주) 600","58,899",,,
기획재정부,재정관리관,김윤상,고지거부 및 등록제외사항,부,,고지거부,,,독립생계유지,
기획재정부,재정관리관,김윤상,고지거부 및 등록제외사항,모,,고지거부,,,독립생계유지,
외교부 주미합중국대한민국대사관,공사,고윤주,토지,본인,답,경상남도 거제시 능포동 622-6번지 0.09㎡,103,,,
외교부 주미합중국대한민국대사관,공사,고윤주,건물,본인,아파트,서울특별시 강남구 압구정동 한양아파트 건물 78.02㎡ 중 39.01㎡,"858,000","545,000",,
외교부 주미합중국대한민국대사관,공사,고윤주,건물,배우자,아파트,서울특별시 강남구 압구정동 한양아파트 건물 78.02㎡ 중 39.01㎡,"858,000","545,000",,
외교부 주미합중국대한민국대사관,공사,고윤주,자동차 등,본인,자동차,"2013년식 CRV 배기량(2,400cc)","7,000","7,000",,
외교부 주미합중국대한민국대사관,공사,고윤주,자동차 등,배우자,자동차,"2013년식 CRV 배기량(2,400cc)","7,000","7,000",,
외교부 주미합중국대한민국대사관,공사,고윤주,예금,본인,,"Bank of America 1,957, 라이나생명보험 2,307, 스탠다드차타드은행 33, 우리은행 1,700","5,997",,,
외교부 주미합중국대한민국대사관,공사,고윤주,예금,배우자,,"DB손해보험(주) 1,187, 교보생명보험 38,482, 국민은행 4,878, 메리츠화재 해상보험(보험) 1,367, 삼성생명보험 20,382, 우리은행 1,700","67,996",,,
외교부 주미합중국대한민국대사관,공사,고윤주,예금,장남,,"우리은행 1,700","1,700",,,
외교부 주미합중국대한민국대사관,공사,고윤주,예금,장녀,,"(주)KEB하나은행 7, Bank of America 13,955","13,962",,,
외교부 주미합중국대한민국대사관,공사,고윤주,채무,본인,금융채무,"공무원연금공단 18,640, 농협은행 97,633, 스탠다드차타드은행 666,329, 우리은행 19,980","802,582",,,
외교부 주미합중국대한민국대사관,공사,고윤주,채무,배우자,금융채무,"삼성생명보험 6,000","6,000",,,
외교부 주미합중국대한민국대사관,공사,고윤주,고지거부 및 등록제외사항,부,고지거부,,,,독립생계유지,
외교부 주미합중국대한민국대사관,공사,고윤주,고지거부 및 등록제외사항,모,고지거부,,,,독립생계유지,
국방부,,이상철,토지,본인,임야,경기도 용인시 처인구 백암면 고안리 산 117번지 595.00㎡,"14,637","14,637",,
국방부,,이상철,토지,본인,임야,경기도 용인시 처인구 백암면 고안리 산 118번지 595.00㎡,"14,637","14,637",,
국방부,,이상철,건물,본인,아파트,경기도 용인시 기흥구 중동 초당마을현진에버빌 건물 126.17㎡,"537,000","537,000",,
국방부,,이상철,채권,부,단독주택 (전세(임차)권),경기도 용인시 처인구 백암면 고안리 건물 99.00㎡,"80,000",,,
국방부,,이상철,채권,장남,오피스텔 (전세(임차)권),경기도 평택시 고덕면 해창리 건물 29.70㎡,"50,000",,,
국방부,,이상철,채권,장녀,오피스텔 (전세(임차)권),경기도 의정부시 의정부동 건물 26.40㎡,"60,000",,,
국방부,,이상철,자동차 등,배우자,자동차,"2019년식 그렌져 배기량(2,359cc)","27,000","27,000",,
국방부,,이상철,자동차 등,배우자,자동차,2017년식 아이오닉 일렉트릭 배기량(78cc),"21,000","21,000",,
국방부,,이상철,예금,본인,,"(주)KB손해보험 2,408, AIA생명보험주식회사 12,694, DB생명보험(주) 40,933, KB생명보험 7,187, 국민은행 30,000, 군인공제회 172,200, 농협은행 2,733, 미래에셋대우(주) 254, 신한은행 376, 우체국 12,183, 중소기업은행 14,500","295,468",,,
국방부,,이상철,예금,배우자,,"국민은행 1,648, 농협은행 26, 미래에셋생명보험 3,516, 신한금융투자(주) 96, 유안타증권 8, 이베스트투자증권 6","5,300",,,
국방부,,이상철,예금,부,,"농협은행 2,022, 농협중앙회 8,590, 신용협동조합중앙회 31","10,643",,,
국방부,,이상철,예금,모,,"농협손해보험 5,744, 농협은행 2,020, 농협중앙회 7,754, 신용협동조합중앙회 50,410","65,928",,,
국방부,,이상철,예금,장남,,"국민은행 5,943, 농협은행 1,549, 대구은행 294, 미래에셋대우(주) 23, 신한은행 28, 우리은행 4,180, 토스증권(주) 5","12,022",,,
국방부,,이상철,예금,장녀,,"국민은행 5,469, 미래에셋대우(주) 39, 신한은행 97","5,605",,,
국방부,,이상철,증권,배우자,상장주식,"금호건설 10주, 대우건설 50주, 신성이엔지 308주, 팬오션 9주","1,224",,,
국방부,,이상철,증권,장남,상장주식,"CREDITSUISSEHIGHYIELDBONDFUND 1주, 금호타이어 1주, 한국전력 1주",29,,,
국방부,,이상철,채무,본인,금융채무,"국민은행 5,857, 신한은행 215,508","221,365",,,
산업통상자원부 한국전력공사,사업총괄부사장,이종환,건물,본인,아파트,서울특별시 강남구 대치동 대치현대아파트 건물 85.00㎡ 중 42.50㎡,"1,200,000","405,000",,
산업통상자원부 한국전력공사,사업총괄부사장,이종환,건물,배우자,아파트,서울특별시 강남구 대치동 대치현대아파트 건물 85.00㎡ 중 42.50㎡,"1,200,000","405,000",,
산업통상자원부 한국전력공사,사업총괄부사장,이종환,건물,배우자,기숙사,경기도 하남시 덕풍동 한강미사 아이에스비즈 건물 24.00㎡,"123,040","123,040",,
산업통상자원부 한국전력공사,사업총괄부사장,이종환,채권,장녀,오피스텔 (전세(임차)권),울산광역시 남구 삼산동 태화강더뷰 오피스텔 건물 32.00㎡,"90,000",,,
산업통상자원부 한국전력공사,사업총괄부사장,이종환,자동차 등,본인,자동차,"2004년식 그랜저XG 배기량(2,500cc)","1,600","1,600",,
산업통상자원부 한국전력공사,사업총괄부사장,이종환,자동차 등,배우자,자동차,"2005년식 뉴스포티지 배기량(1,991cc)","4,000","4,000",,
산업통상자원부 한국전력공사,사업총괄부사장,이종환,예금,본인,,"(주)KEB하나은행 2,586, KB증권 75, NH투자증권 9, 국민은행 4,300, 농협중앙회 30, 미래에셋대우(주) 301,892, 미래에셋생명보험 116,000, 신한은행 6,120, 우체국 10,772","441,784",,,
산업통상자원부 한국전력공사,사업총괄부사장,이종환,예금,배우자,,"(주)KB손해보험 13,458, (주)KEB하나은행 13,853, 국민은행 10,853, 동양생명보험 12,000, 미래에셋대우(주) 14, 우리은행 3, 우체국 1,701","51,882",,,
산업통상자원부 한국전력공사,사업총괄부사장,이종환,예금,장남,,"(주)KB손해보험 8,361, (주)KEB하나은행 2,121, 국민은행 10,000, 미래에셋대우(주) 14, 신한은행 263, 중소기업은행 110, 키움닷컴증권 421","21,290",,,
산업통상자원부 한국전력공사,사업총괄부사장,이종환,예금,장녀,,"국민은행 5,872, 미래에셋대우(주) 3, 신한금융투자(주) 950, 한국카카오은행(주) 1,095","7,920",,,
산업통상자원부 한국전력공사,사업총괄부사장,이종환,증권,본인,상장주식,"삼성전자 1,440주, 인텍플러스 8,950주, 한국전력 482주","324,358",,,
산업통상자원부 한국전력공사,사업총괄부사장,이종환,증권,배우자,상장주식,"LG화학 2주, NAVER 2주, SK바이오사이언스 13주, 기아 60주, 대덕전자 23주, 삼성전자 996주, 셀트리온헬스케어 41주, 인텍플러스 1,010주, 카카오뱅크 40주","110,269",,,
산업통상자원부 한국전력공사,사업총괄부사장,이종환,증권,장남,상장주식,"삼성전자보통주 745주, 인텍플러스 1,680주","91,771",,,
산업통상자원부 한국전력공사,사업총괄부사장,이종환,증권,장녀,상장주식,"EXP월드홀딩스 27주, FIRSTTRUSTCLOUDCOMPUTINGETF 22주, NAVER 1주, SPDRS&P500ETFTRUST 4주, 나이키B 6주, 데브시스터즈 12주, 룰루레몬애슬레티카 14주, 업워크 20주, 인텍플러스 490주, 카카오 36주, 팔란티어테크 62주","35,863",,,
산업통상자원부 한국전력공사,사업총괄부사장,이종환,채권,본인,,사인간채권,"90,000",,,
산업통상자원부 한국전력공사,사업총괄부사장,이종환,채무,본인,금융채무,"(주)KEB하나은행 75,340, 국민은행 35,031","110,371",,,
산업통상자원부 한국전력공사,사업총괄부사장,이종환,채무,장녀,,사인간채무,"90,000",,,
산업통상자원부 한국전력공사,사업총괄부사장,이종환,지식재산권,본인,특허권,"가공루프 배전계통시스템(10-1105302), 2009.08.04-2029.08.03",,,,
산업통상자원부 한국전력공사,사업총괄부사장,이종환,지식재산권,본인,특허권,"태양광 발전설비관리시스템 및 방법(10-2145155),2018.12.21-2038.12.20",,,,
환경부 국립환경과학원,원장,김동진,건물,본인,아파트,세종특별자치시 도담동 도램마을14단지 건물 112.00㎡,"896,000","401,400",,
환경부 국립환경과학원,원장,김동진,건물,부,단독주택,대구광역시 서구 중리동 건물 158.08㎡,"146,000","146,000",,
환경부 국립환경과학원,원장,김동진,자동차 등,배우자,자동차,"2014년식 올뉴 SM7 배기량(2,495cc)","10,000","10,000",,
환경부 국립환경과학원,원장,김동진,예금,본인,,"농협은행 22,243, 삼성화재해상보험 37,689, 우체국 3,155, 현대해상화재보험 1,926","65,013",,,
환경부 국립환경과학원,원장,김동진,예금,배우자,,"(주)KEB하나은행 6, (주)카카오페이증권 1, 국민은행 9,771, 농협은행 119, 농협중앙회 6, 미래에셋대우(주) 78, 한국카카오은행(주) 85","10,066",,,
환경부 국립환경과학원,원장,김동진,예금,부,,"농협은행 19, 대구은행 1,067, 새마을금고 60,149, 신용협동조합중앙회 25,030","86,265",,,
환경부 국립환경과학원,원장,김동진,예금,모,,"농협중앙회 15,763","15,763",,,
환경부 국립환경과학원,원장,김동진,예금,장남,,"NH투자증권 235, 농협은행 4,985, 중국은행 8","5,228",,,
환경부 국립환경과학원,원장,김동진,예금,장녀,,"농협은행 1,907","1,907",,,
환경부 국립환경과학원,원장,김동진,증권,배우자,상장주식,"NAVER 37주, 삼성전자우 129주, 포스코ICT 600주","27,130",,,
환경부 국립환경과학원,원장,김동진,증권,장남,상장주식,"Apple 8주, CrisprTherapeut 1주, Fiverr 1주, LindePu 1주, Microsoft 4주, NomadFoods 8주, Nvidia 2주, Pinterest 8주, WaltDisney 3주, ZillowGroup 1주","5,616",,,
환경부 국립환경과학원,원장,김동진,채무,본인,금융채무,"공무원연금공단 9,840, 농협은행 202,500","212,340",,,
대검찰청,사무국장,박공우,건물,본인,아파트 (분양권),인천광역시 미추홀구 주안동 힐스테이트푸르지오아파트 건물 84.97㎡,"277,201",,,
대검찰청,사무국장,박공우,채권,배우자,아파트 (전세(임차)권),인천광역시 남동구 논현동 소래마을풍림아파트 건물 124.73㎡,"250,000",,,
대검찰청,사무국장,박공우,자동차 등,본인,자동차,"2012년식 그랜져HG 배기량(2,999cc)","10,310","10,310",,
대검찰청,사무국장,박공우,자동차 등,본인,자동차,"2019년식 싼타페 배기량(1,995cc)","26,240","26,240",,
대검찰청,사무국장,박공우,자동차 등,본인,자동차,"2021년식 투싼 배기량(1,598cc)","3,339","3,339",,
대검찰청,사무국장,박공우,예금,본인,,"KB증권 1, 농협은행 497, 농협중앙회 1, 미래에셋대우(주) 14, 우체국 27,433, 한화생명보험주식회사 30,000","57,946",,,
대검찰청,사무국장,박공우,예금,배우자,,"KB증권 251, 교보생명보험 9,880, 수협중앙회 89, 신한은행 7, 우체국 157,416","167,643",,,
대검찰청,사무국장,박공우,증권,본인,비상장주식,"주식회사 타임즈코어 6,174주","3,087",,,
대검찰청,사무국장,박공우,채권,본인,,사인간채권,"150,000",,,
대검찰청,사무국장,박공우,채무,본인,금융채무,"신용협동조합중앙회 154,700, 신한은행 220,210","374,910",,,
대검찰청,사무국장,박공우,고지거부 및 등록제외사항,모,,고지거부,,,타인부양,
대검찰청,사무국장,박공우,고지거부 및 등록제외사항,장남,,고지거부,,,독립생계유지,
대검찰청,사무국장,박공우,고지거부 및 등록제외사항,차남,,고지거부,,,독립생계유지,
경기도,행정1부지사,오병권,토지,부,임야,"경기도 안산시 단원구 선부동 산 143-1번지 6,714.00㎡ 중 1,342.80㎡","37,061",,,
경기도,행정1부지사,오병권,채권,본인,아파트 (전세(임차)권),서울특별시 동작구 상도동 건영아파트 건물 114.96㎡,"260,000",,,
경기도,행정1부지사,오병권,채권,부,아파트,서울특별시 영등포구 영등포동 영등포푸르지오 건물 79.78㎡,"764,000","232,500",,
경기도,행정1부지사,오병권,자동차 등,배우자,자동차,"2021년식 제네시스 배기량(2,500cc)","54,960","54,960",,
경기도,행정1부지사,오병권,현금,본인,,현금,"5,000",,,
경기도,행정1부지사,오병권,현금,배우자,,현금,"15,000",,,
경기도,행정1부지사,오병권,현금,부,,현금,"25,000",,,
경기도,행정1부지사,오병권,현금,모,,현금,"25,000",,,
경기도,행정1부지사,오병권,예금,본인,,"DB손해보험(주) 62,762, 국민은행 7, 농협은행 75,862, 농협중앙회 1, 대 한지방행정공제회 285,208, 메리츠화재해상보험(보험) 2,436, 새마을금고 9,310, 케이디비생명보험 41,000","476,586",,,
경기도,행정1부지사,오병권,예금,배우자,,"DB손해보험(주) 26,935, 국민은행 10,029, 농협중앙회 63, 라이나생명보험 279, 우리은행 530, 한국교직원공제회 113,084, 한화생명보험주식회사 12,000, 한화손해보험 2,296","165,216",,,
경기도,행정1부지사,오병권,예금,부,,"중소기업은행 15,990","15,990",,,
경기도,행정1부지사,오병권,예금,모,,"국민은행 45, 중소기업은행 5,943","5,988",,,
경기도,행정1부지사,오병권,채무,배우자,금융채무,"국민은행 7,727","7,727",,,
